Age,Gender,Occupation,Country,Sleep_Hours_Scaled,Sleep_Hours_Scaled,Sleep_Hours_Scaled,Work_Hours_Scaled,Work_Hours_Scaled,Work_Hours_Scaled,Physical_Activity_Hours_Scaled,Physical_Activity_Hours_Scaled,Physical_Activity_Hours_Scaled,Social_Media_Usage_Scaled,Social_Media_Usage_Scaled,Social_Media_Usage_Scaled,Diet_Quality_Encoded_Scaled,Diet_Quality_Encoded_Scaled,Diet_Quality_Encoded_Scaled,Smoking_Habit_Encoded_Scaled,Smoking_Habit_Encoded_Scaled,Smoking_Habit_Encoded_Scaled,Alcohol_Consumption_Encoded_Scaled,Alcohol_Consumption_Encoded_Scaled,Alcohol_Consumption_Encoded_Scaled,Stress_Level
59,Male,IT,UK,0.5166666666666665,0.5166666666666665,0.5166666666666665,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.2,0.2,0.2,0.7818181818181817,0.7818181818181817,0.7818181818181817,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,High
63,Prefer not to say,Sales,Other,0.6833333333333332,0.6833333333333332,0.6833333333333332,0.5400000000000001,0.5400000000000001,0.5400000000000001,0.0,0.0,0.0,0.3090909090909091,0.3090909090909091,0.3090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
40,Non-binary,Healthcare,India,0.85,0.85,0.85,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.9,0.9,0.9,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
64,Male,Engineering,Canada,0.6833333333333332,0.6833333333333332,0.6833333333333332,0.7800000000000001,0.7800000000000001,0.7800000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
57,Female,IT,Canada,0.0,0.0,0.0,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.9,0.9,0.9,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,Medium
45,Female,Sales,India,0.8166666666666668,0.8166666666666668,0.8166666666666668,0.22000000000000008,0.22000000000000008,0.22000000000000008,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
42,Prefer not to say,Education,Other,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.86,0.86,0.86,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.6545454545454544,0.6545454545454544,0.6545454545454544,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
25,Male,IT,India,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.86,0.86,0.86,0.1,0.1,0.1,0.018181818181818174,0.018181818181818174,0.018181818181818174,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,High
45,Female,Healthcare,Australia,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.66,0.66,0.66,0.1,0.1,0.1,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.5,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
57,Non-binary,Engineering,Germany,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.42000000000000004,0.42000000000000004,0.42000000000000004,1.0,1.0,1.0,0.9454545454545454,0.9454545454545454,0.9454545454545454,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
51,Prefer not to say,Education,Germany,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.3400000000000001,0.3400000000000001,0.3400000000000001,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.4,0.4,0.4,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
56,Non-binary,Other,UK,0.3666666666666666,0.3666666666666666,0.3666666666666666,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.8,0.8,0.8,0.1636363636363636,0.1636363636363636,0.1636363636363636,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Low
22,Non-binary,Finance,Germany,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.36,0.36,0.36,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
56,Non-binary,Finance,Canada,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.24,0.24,0.24,0.0,0.0,0.0,0.9636363636363635,0.9636363636363635,0.9636363636363635,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
38,Male,Other,Canada,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.8,0.8,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
53,Non-binary,IT,UK,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.14,0.14,0.14,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.07272727272727272,0.07272727272727272,0.07272727272727272,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Low
21,Non-binary,Healthcare,USA,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.38,0.38,0.38,0.8,0.8,0.8,0.2545454545454545,0.2545454545454545,0.2545454545454545,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
48,Non-binary,Healthcare,India,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.84,0.84,0.84,0.9,0.9,0.9,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,Medium
31,Non-binary,Sales,Australia,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.0,0.0,0.0,0.9272727272727271,0.9272727272727271,0.9272727272727271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,High
25,Female,Education,UK,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.38,0.38,0.38,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
22,Male,Finance,USA,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.38,0.38,0.38,0.9,0.9,0.9,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
51,Prefer not to say,Engineering,Canada,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.36,0.36,0.36,0.1,0.1,0.1,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
26,Female,Engineering,USA,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.1,0.1,0.1,0.07272727272727272,0.07272727272727272,0.07272727272727272,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
50,Male,Sales,India,0.033333333333333326,0.033333333333333326,0.033333333333333326,0.0,0.0,0.0,0.4,0.4,0.4,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
61,Non-binary,Other,Germany,0.6333333333333332,0.6333333333333332,0.6333333333333332,0.22000000000000008,0.22000000000000008,0.22000000000000008,0.5,0.5,0.5,0.34545454545454546,0.34545454545454546,0.34545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
45,Non-binary,Finance,Canada,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.24,0.24,0.24,0.9,0.9,0.9,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
57,Non-binary,Engineering,Germany,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.5599999999999999,0.5599999999999999,0.5599999999999999,1.0,1.0,1.0,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,Low
44,Male,Finance,Germany,0.35,0.35,0.35,0.6,0.6,0.6,0.1,0.1,0.1,0.8,0.8,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
45,Female,IT,USA,0.25,0.25,0.25,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.7818181818181817,0.7818181818181817,0.7818181818181817,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,High
57,Prefer not to say,Education,Canada,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.0,0.0,0.0,0.6545454545454544,0.6545454545454544,0.6545454545454544,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,Medium
30,Non-binary,Engineering,Other,0.5499999999999999,0.5499999999999999,0.5499999999999999,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6727272727272727,0.6727272727272727,0.6727272727272727,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
45,Non-binary,Education,Germany,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,Medium
42,Female,IT,Canada,0.31666666666666676,0.31666666666666676,0.31666666666666676,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.1,0.1,0.1,0.9636363636363635,0.9636363636363635,0.9636363636363635,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
19,Female,Engineering,USA,0.4833333333333333,0.4833333333333333,0.4833333333333333,0.06000000000000005,0.06000000000000005,0.06000000000000005,0.2,0.2,0.2,0.054545454545454564,0.054545454545454564,0.054545454545454564,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Low
18,Male,Education,India,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.44000000000000006,0.44000000000000006,0.44000000000000006,1.0,1.0,1.0,0.2909090909090909,0.2909090909090909,0.2909090909090909,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,Low
37,Female,Other,Australia,0.6,0.6,0.6,0.9,0.9,0.9,0.2,0.2,0.2,0.4363636363636363,0.4363636363636363,0.4363636363636363,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,High
36,Prefer not to say,Sales,USA,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.28,0.28,0.28,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6727272727272727,0.6727272727272727,0.6727272727272727,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
46,Male,Engineering,India,0.41666666666666663,0.41666666666666663,0.41666666666666663,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,High
51,Non-binary,Engineering,Other,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.03636363636363635,0.03636363636363635,0.03636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
62,Prefer not to say,Other,Other,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.9,0.9,0.9,0.07272727272727272,0.07272727272727272,0.07272727272727272,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Low
33,Prefer not to say,Engineering,Germany,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5599999999999999,0.5599999999999999,0.5599999999999999,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,Medium
55,Male,Other,Germany,0.2333333333333334,0.2333333333333334,0.2333333333333334,0.68,0.68,0.68,0.2,0.2,0.2,0.5818181818181818,0.5818181818181818,0.5818181818181818,0.5,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
55,Female,Engineering,India,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.08000000000000007,0.08000000000000007,0.08000000000000007,0.5,0.5,0.5,0.6545454545454544,0.6545454545454544,0.6545454545454544,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
58,Female,Other,Australia,0.1166666666666667,0.1166666666666667,0.1166666666666667,0.38,0.38,0.38,0.1,0.1,0.1,0.6,0.6,0.6,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
19,Non-binary,Engineering,UK,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,High
31,Female,Finance,Australia,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.26,0.26,0.26,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
20,Female,Finance,Other,0.8166666666666668,0.8166666666666668,0.8166666666666668,0.32000000000000006,0.32000000000000006,0.32000000000000006,0.2,0.2,0.2,0.054545454545454564,0.054545454545454564,0.054545454545454564,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
40,Non-binary,Finance,Canada,0.85,0.85,0.85,0.5400000000000001,0.5400000000000001,0.5400000000000001,0.0,0.0,0.0,0.018181818181818174,0.018181818181818174,0.018181818181818174,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Low
27,Male,Sales,UK,0.2333333333333334,0.2333333333333334,0.2333333333333334,0.26,0.26,0.26,1.0,1.0,1.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,Low
55,Prefer not to say,Other,Germany,0.5166666666666665,0.5166666666666665,0.5166666666666665,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.4,0.4,0.4,0.509090909090909,0.509090909090909,0.509090909090909,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Medium
49,Non-binary,Engineering,India,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.28,0.28,0.28,1.0,1.0,1.0,0.4181818181818181,0.4181818181818181,0.4181818181818181,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
41,Non-binary,Engineering,India,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,1.0,1.0,0.4,0.4,0.4,0.03636363636363635,0.03636363636363635,0.03636363636363635,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
40,Non-binary,Finance,USA,0.5666666666666668,0.5666666666666668,0.5666666666666668,0.92,0.92,0.92,0.0,0.0,0.0,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
51,Non-binary,Finance,Germany,0.4833333333333333,0.4833333333333333,0.4833333333333333,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.8,0.8,0.8,0.7818181818181817,0.7818181818181817,0.7818181818181817,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
30,Prefer not to say,Other,Germany,0.0,0.0,0.0,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.1,0.1,0.1,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
27,Female,IT,USA,0.06666666666666676,0.06666666666666676,0.06666666666666676,0.62,0.62,0.62,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
30,Non-binary,Healthcare,Canada,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.84,0.84,0.84,0.9,0.9,0.9,0.23636363636363636,0.23636363636363636,0.23636363636363636,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
19,Non-binary,Sales,USA,0.6166666666666666,0.6166666666666666,0.6166666666666666,0.26,0.26,0.26,0.1,0.1,0.1,0.03636363636363635,0.03636363636363635,0.03636363636363635,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Medium
44,Male,IT,Australia,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.6,0.6,0.6,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
50,Female,Engineering,India,0.35,0.35,0.35,0.5400000000000001,0.5400000000000001,0.5400000000000001,0.9,0.9,0.9,0.890909090909091,0.890909090909091,0.890909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
65,Male,IT,India,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5400000000000001,0.5400000000000001,0.5400000000000001,0.2,0.2,0.2,0.1636363636363636,0.1636363636363636,0.1636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Medium
57,Female,Finance,Australia,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
65,Non-binary,IT,Other,0.0,0.0,0.0,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2727272727272727,0.2727272727272727,0.2727272727272727,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
55,Prefer not to say,Other,India,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.9,0.9,0.9,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,High
47,Female,Sales,Germany,0.5666666666666668,0.5666666666666668,0.5666666666666668,0.08000000000000007,0.08000000000000007,0.08000000000000007,0.2,0.2,0.2,0.07272727272727272,0.07272727272727272,0.07272727272727272,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Medium
38,Prefer not to say,Other,Australia,0.85,0.85,0.85,0.86,0.86,0.86,0.1,0.1,0.1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High
29,Non-binary,Engineering,Canada,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.32727272727272727,0.32727272727272727,0.32727272727272727,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Medium
56,Female,Sales,USA,0.85,0.85,0.85,0.12,0.12,0.12,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
64,Female,Engineering,India,0.04999999999999993,0.04999999999999993,0.04999999999999993,0.82,0.82,0.82,0.4,0.4,0.4,0.7818181818181817,0.7818181818181817,0.7818181818181817,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,High
39,Female,IT,India,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.28,0.28,0.28,0.1,0.1,0.1,0.49090909090909096,0.49090909090909096,0.49090909090909096,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,Medium
61,Male,IT,India,0.6,0.6,0.6,0.18000000000000005,0.18000000000000005,0.18000000000000005,0.9,0.9,0.9,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,Medium
40,Male,Finance,Germany,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.68,0.68,0.68,0.5,0.5,0.5,0.34545454545454546,0.34545454545454546,0.34545454545454546,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
27,Male,Healthcare,India,0.04999999999999993,0.04999999999999993,0.04999999999999993,0.20000000000000007,0.20000000000000007,0.20000000000000007,1.0,1.0,1.0,0.49090909090909096,0.49090909090909096,0.49090909090909096,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Low
24,Prefer not to say,Education,India,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.64,0.64,0.64,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.7454545454545454,0.7454545454545454,0.7454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
65,Non-binary,Education,UK,0.6166666666666666,0.6166666666666666,0.6166666666666666,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.4,0.4,0.4,0.8363636363636363,0.8363636363636363,0.8363636363636363,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
58,Prefer not to say,Sales,India,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.14,0.14,0.14,0.8,0.8,0.8,0.4,0.4,0.4,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
45,Male,Healthcare,UK,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.3400000000000001,0.3400000000000001,0.3400000000000001,0.2,0.2,0.2,0.7454545454545454,0.7454545454545454,0.7454545454545454,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,High
57,Non-binary,IT,UK,0.6,0.6,0.6,0.5400000000000001,0.5400000000000001,0.5400000000000001,0.1,0.1,0.1,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
60,Prefer not to say,Other,UK,0.8666666666666666,0.8666666666666666,0.8666666666666666,0.18000000000000005,0.18000000000000005,0.18000000000000005,1.0,1.0,1.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low
49,Female,Sales,Other,0.6833333333333332,0.6833333333333332,0.6833333333333332,0.3400000000000001,0.3400000000000001,0.3400000000000001,0.5,0.5,0.5,0.509090909090909,0.509090909090909,0.509090909090909,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Low
24,Non-binary,Healthcare,Germany,0.04999999999999993,0.04999999999999993,0.04999999999999993,0.88,0.88,0.88,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.6181818181818182,0.6181818181818182,0.6181818181818182,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
21,Prefer not to say,IT,India,0.033333333333333326,0.033333333333333326,0.033333333333333326,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.9,0.9,0.9,0.4363636363636363,0.4363636363636363,0.4363636363636363,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
48,Female,Education,Australia,0.85,0.85,0.85,0.62,0.62,0.62,0.8,0.8,0.8,0.2909090909090909,0.2909090909090909,0.2909090909090909,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Low
64,Non-binary,Education,Other,0.04999999999999993,0.04999999999999993,0.04999999999999993,0.0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7636363636363637,0.7636363636363637,0.7636363636363637,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
20,Male,Finance,USA,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4,0.4,0.4,0.2,0.2,0.2,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
52,Female,Sales,UK,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.5,0.5,0.5,0.8727272727272727,0.8727272727272727,0.8727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
24,Non-binary,Engineering,India,0.6333333333333332,0.6333333333333332,0.6333333333333332,0.92,0.92,0.92,0.1,0.1,0.1,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
61,Prefer not to say,Other,USA,0.43333333333333324,0.43333333333333324,0.43333333333333324,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.8,0.8,0.8,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
61,Female,Engineering,Australia,0.5666666666666668,0.5666666666666668,0.5666666666666668,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.2,0.2,0.2,0.6727272727272727,0.6727272727272727,0.6727272727272727,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
