Age,Gender,Occupation,Country,Sleep_Hours_Scaled,Work_Hours_Scaled,Physical_Activity_Hours_Scaled,Social_Media_Usage_Scaled,Diet_Quality_Encoded_Scaled,Smoking_Habit_Encoded_Scaled,Alcohol_Consumption_Encoded_Scaled,Stress_Level,Cluster
30,Male,Engineering,USA,0.1833333333333332,0.44,0.9,0.6181818181818182,0.0,0.3333333333333333,1.0,Medium,1
46,Non-binary,Engineering,UK,0.6833333333333332,0.42,0.9,0.4,0.0,0.3333333333333333,0.3333333333333333,Low,0
22,Prefer not to say,Sales,Canada,0.25,0.66,0.8,0.9636363636363636,1.0,0.3333333333333333,0.0,High,2
24,Male,Finance,USA,0.3166666666666667,0.5200000000000001,0.0,0.2909090909090909,0.5,0.0,0.3333333333333333,Medium,0
18,Prefer not to say,Engineering,Germany,0.35,0.04,0.5,0.2363636363636363,1.0,0.3333333333333333,1.0,Medium,2
58,Prefer not to say,Sales,Germany,0.0666666666666667,1.0,0.7000000000000001,0.9272727272727272,0.5,0.3333333333333333,0.3333333333333333,High,0
32,Male,IT,USA,0.2333333333333334,0.5200000000000001,0.9,0.9636363636363636,1.0,0.6666666666666666,1.0,High,2
38,Female,Sales,Germany,0.2666666666666666,0.4800000000000001,0.4,0.6727272727272727,0.5,0.0,1.0,High,1
35,Prefer not to say,IT,Germany,0.2833333333333333,0.7400000000000001,0.0,0.4181818181818181,0.5,0.6666666666666666,0.6666666666666666,High,1
18,Female,Engineering,Canada,0.1166666666666667,0.7400000000000001,0.2,0.9454545454545454,1.0,0.0,1.0,High,2
62,Prefer not to say,Sales,UK,0.8166666666666668,0.92,0.7000000000000001,0.5454545454545454,0.0,1.0,1.0,Medium,1
43,Male,Other,Canada,0.2166666666666666,0.7400000000000001,0.4,0.6545454545454544,0.0,0.3333333333333333,1.0,High,1
60,Male,IT,India,0.7499999999999999,0.22,0.7000000000000001,0.2363636363636363,1.0,0.3333333333333333,0.3333333333333333,Low,2
26,Non-binary,Education,India,0.7833333333333331,0.62,0.7000000000000001,0.5818181818181818,0.0,1.0,0.3333333333333333,Low,0
19,Female,Healthcare,India,0.6,0.42,0.0,0.2,0.0,0.3333333333333333,1.0,Medium,1
45,Female,Other,India,0.8833333333333334,0.12,0.8,0.890909090909091,0.5,0.6666666666666666,1.0,Medium,1
50,Female,Engineering,Canada,0.2,0.58,1.0,0.509090909090909,0.5,0.6666666666666666,0.6666666666666666,High,1
41,Female,Sales,USA,0.8833333333333334,0.28,0.5,0.4,0.5,0.3333333333333333,0.3333333333333333,Low,0
55,Female,Other,India,0.4999999999999999,0.4,0.6000000000000001,0.5818181818181818,0.5,0.6666666666666666,1.0,High,1
44,Non-binary,Engineering,UK,0.9833333333333332,0.08,1.0,0.2363636363636363,1.0,0.3333333333333333,0.3333333333333333,Low,2
21,Non-binary,Healthcare,USA,0.6666666666666666,0.4600000000000001,0.3,0.8,0.5,0.3333333333333333,0.0,Medium,0
47,Prefer not to say,Other,Australia,0.25,0.08,1.0,1.0,0.0,0.3333333333333333,1.0,Medium,1
45,Female,Healthcare,UK,0.6999999999999998,0.8000000000000002,0.0,0.5818181818181818,0.0,0.6666666666666666,0.6666666666666666,High,1
24,Female,IT,Canada,0.3333333333333333,0.28,0.3,0.3454545454545454,0.5,0.3333333333333333,0.3333333333333333,Medium,0
47,Prefer not to say,Healthcare,Australia,0.6999999999999998,0.7600000000000001,1.0,0.2909090909090909,0.0,0.0,0.6666666666666666,Low,1
64,Male,Education,Germany,0.6666666666666666,0.4,0.7000000000000001,0.3090909090909091,0.0,0.6666666666666666,0.3333333333333333,Low,0
19,Prefer not to say,Other,Australia,0.7833333333333331,0.92,0.9,1.0,0.0,0.3333333333333333,1.0,Medium,1
63,Non-binary,Finance,Germany,0.9333333333333332,0.68,0.7000000000000001,0.3454545454545454,1.0,0.3333333333333333,0.3333333333333333,Medium,2
35,Non-binary,IT,Other,0.0499999999999999,0.44,0.0,0.9818181818181818,1.0,1.0,0.0,High,2
30,Female,Education,Canada,0.2833333333333333,0.5000000000000001,0.3,0.7272727272727273,1.0,0.0,0.3333333333333333,High,2
37,Male,Sales,Other,0.8333333333333334,0.94,0.0,0.1272727272727272,1.0,1.0,0.3333333333333333,High,2
30,Prefer not to say,Other,UK,0.8333333333333334,0.02,0.3,0.7454545454545454,0.5,0.6666666666666666,0.6666666666666666,High,1
30,Non-binary,Healthcare,Canada,0.9666666666666668,0.5000000000000001,0.8,0.2,0.5,0.6666666666666666,0.3333333333333333,Low,0
47,Male,Healthcare,Other,0.5499999999999999,0.12,0.8,0.2909090909090909,1.0,0.0,1.0,Low,2
42,Non-binary,Finance,India,0.1666666666666666,0.82,0.8,0.8363636363636363,0.5,0.6666666666666666,0.6666666666666666,High,1
27,Female,Finance,Canada,0.0833333333333333,0.7600000000000001,0.5,0.0909090909090909,1.0,1.0,0.0,High,2
41,Non-binary,Healthcare,Australia,0.1166666666666667,0.7400000000000001,1.0,0.2727272727272727,1.0,0.6666666666666666,1.0,High,2
26,Non-binary,Other,UK,0.9666666666666668,0.12,0.9,0.0727272727272727,0.0,0.3333333333333333,0.6666666666666666,Low,1
41,Prefer not to say,Education,Germany,1.0,0.22,0.6000000000000001,0.0545454545454545,1.0,0.6666666666666666,0.6666666666666666,Medium,2
42,Prefer not to say,Finance,Other,0.5666666666666668,0.66,0.0,0.2,1.0,0.3333333333333333,1.0,High,2
64,Female,Finance,Other,0.7666666666666665,0.44,0.5,0.6181818181818182,0.5,0.0,0.3333333333333333,Low,0
33,Female,Other,Other,0.3166666666666667,1.0,0.2,0.4909090909090909,1.0,0.6666666666666666,0.3333333333333333,High,2
59,Non-binary,Other,Other,0.9,0.44,0.3,0.3272727272727272,0.0,1.0,0.6666666666666666,Medium,1
62,Male,Healthcare,Canada,0.4833333333333333,0.5200000000000001,0.9,0.6545454545454544,0.0,0.3333333333333333,0.3333333333333333,Low,0
50,Female,Engineering,Germany,0.5333333333333333,0.06,1.0,0.6727272727272727,0.0,1.0,0.0,Low,0
35,Prefer not to say,Healthcare,USA,0.5499999999999999,0.0,0.8,0.2545454545454545,0.0,1.0,0.6666666666666666,Low,1
65,Prefer not to say,Sales,UK,0.0666666666666667,0.08,0.5,0.6545454545454544,0.0,0.6666666666666666,0.3333333333333333,Medium,0
54,Non-binary,IT,India,0.9666666666666668,0.7600000000000001,0.0,0.6363636363636364,1.0,0.3333333333333333,1.0,High,2
48,Non-binary,Engineering,India,0.0166666666666666,0.5000000000000001,0.2,0.8545454545454546,1.0,0.6666666666666666,0.0,High,2
52,Prefer not to say,Finance,India,0.25,0.02,0.0,0.509090909090909,1.0,0.0,1.0,High,2
42,Male,Healthcare,Other,0.9499999999999998,0.82,0.5,0.4545454545454545,0.5,1.0,1.0,High,1
56,Male,IT,Other,0.7166666666666667,0.14,0.9,0.8545454545454546,1.0,0.0,0.3333333333333333,Low,2
25,Prefer not to say,Other,Germany,0.5833333333333334,0.96,0.0,0.9272727272727272,1.0,0.6666666666666666,0.0,High,2
39,Non-binary,Engineering,India,0.4833333333333333,0.7200000000000001,0.6000000000000001,0.0363636363636363,0.5,0.0,0.6666666666666666,Medium,1
23,Prefer not to say,IT,Canada,0.2333333333333334,0.32,0.9,0.3636363636363636,0.0,0.0,1.0,Low,1
56,Prefer not to say,Finance,India,0.9166666666666666,0.6,0.5,0.1090909090909091,0.0,0.0,0.6666666666666666,Low,1
23,Male,IT,USA,0.9499999999999998,0.88,0.3,0.2909090909090909,0.0,0.3333333333333333,1.0,Medium,1
22,Female,IT,USA,0.9166666666666666,0.36,0.5,0.6727272727272727,0.5,0.6666666666666666,0.0,Medium,0
29,Non-binary,Education,USA,0.0666666666666667,0.7800000000000001,0.1,0.3818181818181818,0.0,1.0,1.0,High,1
60,Female,Healthcare,UK,0.7833333333333331,0.02,0.0,0.6181818181818182,0.5,0.3333333333333333,0.0,Low,0
18,Non-binary,IT,India,0.9333333333333332,0.98,0.3,0.4181818181818181,0.0,0.0,1.0,Medium,1
35,Female,Engineering,Germany,0.0333333333333333,0.94,0.7000000000000001,0.6727272727272727,0.0,0.6666666666666666,0.6666666666666666,High,1
54,Male,Engineering,Canada,0.8833333333333334,0.68,0.3,0.1818181818181818,1.0,0.6666666666666666,1.0,High,2
28,Non-binary,Engineering,Canada,0.2,0.3400000000000001,0.4,0.7272727272727273,1.0,0.6666666666666666,1.0,High,2
34,Prefer not to say,Engineering,India,0.2833333333333333,0.4,0.5,0.8363636363636363,0.0,0.3333333333333333,1.0,High,1
24,Female,IT,Canada,0.15,0.22,0.6000000000000001,0.6909090909090909,0.0,1.0,0.0,Medium,0
27,Male,Education,Germany,0.0833333333333333,0.7000000000000001,0.1,0.5636363636363636,0.5,0.3333333333333333,0.0,High,0
38,Female,IT,Australia,0.2833333333333333,0.96,0.9,0.0909090909090909,0.0,0.3333333333333333,1.0,Medium,1
48,Prefer not to say,IT,USA,0.0333333333333333,0.5200000000000001,0.4,0.5454545454545454,1.0,0.0,0.0,Medium,2
32,Non-binary,Engineering,Canada,0.9833333333333332,0.8000000000000002,0.1,0.4181818181818181,1.0,1.0,1.0,High,2
28,Female,Finance,Canada,0.8833333333333334,0.88,0.0,0.6545454545454544,0.5,0.6666666666666666,0.3333333333333333,High,0
19,Prefer not to say,Finance,Australia,0.3666666666666666,0.5200000000000001,1.0,0.4545454545454545,0.5,0.0,0.3333333333333333,Low,0
35,Non-binary,Healthcare,Other,0.3666666666666666,0.8000000000000002,1.0,0.8181818181818182,0.0,0.6666666666666666,0.0,Medium,0
53,Male,Healthcare,USA,0.6833333333333332,0.02,0.9,0.8363636363636363,1.0,0.0,0.0,Low,2
34,Female,Healthcare,Germany,0.0333333333333333,0.3400000000000001,0.9,0.9636363636363636,1.0,0.0,0.6666666666666666,High,2
31,Female,IT,USA,0.3666666666666666,0.18,0.9,0.1090909090909091,0.0,0.0,0.3333333333333333,Low,0
45,Male,Healthcare,Australia,0.8166666666666668,0.88,0.5,0.1454545454545454,1.0,0.0,0.0,Low,2
63,Non-binary,Education,UK,0.65,0.5599999999999999,0.2,0.4181818181818181,1.0,0.3333333333333333,0.6666666666666666,High,2
49,Prefer not to say,Education,USA,0.5333333333333333,0.4,0.5,0.8727272727272727,0.0,0.6666666666666666,0.6666666666666666,High,1
24,Prefer not to say,Education,India,0.1333333333333333,0.64,0.3,0.7454545454545454,0.0,0.0,0.0,Medium,0
64,Male,Finance,Canada,0.0999999999999999,0.4600000000000001,1.0,0.6545454545454544,0.5,0.6666666666666666,1.0,High,1
36,Prefer not to say,IT,UK,0.6333333333333332,0.86,0.9,0.1090909090909091,0.0,0.3333333333333333,0.0,Low,0
60,Male,IT,UK,0.0833333333333333,0.94,0.5,0.5454545454545454,1.0,1.0,0.6666666666666666,High,2
38,Prefer not to say,Finance,UK,0.8666666666666666,0.3,0.0,0.6909090909090909,1.0,0.3333333333333333,1.0,High,2
37,Prefer not to say,Education,Australia,0.1333333333333333,0.7800000000000001,0.5,0.2727272727272727,1.0,0.6666666666666666,0.3333333333333333,High,2
23,Female,IT,USA,0.3166666666666667,0.88,0.0,0.2,0.5,0.6666666666666666,1.0,High,1
20,Female,Sales,Other,0.0999999999999999,0.96,0.0,0.2181818181818181,1.0,0.0,1.0,High,2
47,Non-binary,Healthcare,Canada,0.7166666666666667,0.5599999999999999,0.9,0.509090909090909,0.0,0.0,1.0,Low,1
27,Male,Education,Australia,0.0166666666666666,0.7800000000000001,0.7000000000000001,0.5636363636363636,1.0,0.0,0.6666666666666666,High,2
21,Non-binary,Healthcare,Australia,0.4166666666666666,0.14,0.7000000000000001,0.7454545454545454,0.0,1.0,1.0,Medium,1
28,Prefer not to say,Engineering,India,0.1666666666666666,0.9,0.0,0.1272727272727272,0.5,0.0,1.0,High,1
21,Female,Sales,Other,0.8333333333333334,0.22,0.8,0.4363636363636363,0.5,0.0,1.0,Low,1
45,Prefer not to say,Finance,Other,0.1833333333333332,0.7000000000000001,0.9,0.4909090909090909,0.5,0.3333333333333333,0.6666666666666666,High,1
47,Prefer not to say,Finance,USA,0.5833333333333334,0.08,0.7000000000000001,0.6909090909090909,0.0,0.0,0.6666666666666666,Low,1
50,Female,IT,India,0.9666666666666668,0.92,0.8,0.3454545454545454,0.0,0.3333333333333333,0.0,Low,0
28,Prefer not to say,Education,UK,0.5499999999999999,0.66,0.1,0.8363636363636363,1.0,1.0,0.6666666666666666,High,2
22,Male,Finance,Other,0.45,0.14,0.7000000000000001,0.2363636363636363,0.5,0.0,0.3333333333333333,Low,0
41,Female,IT,India,0.9833333333333332,0.2,0.9,0.7818181818181817,0.0,1.0,0.0,Low,0
44,Female,IT,India,0.4333333333333332,0.32,0.5,0.0,0.5,0.6666666666666666,0.6666666666666666,Medium,1
34,Non-binary,Sales,Germany,0.4,0.92,0.5,0.2181818181818181,0.5,0.0,1.0,Medium,1
20,Male,Finance,USA,0.5666666666666668,0.92,0.5,0.1090909090909091,0.5,1.0,0.6666666666666666,High,1
26,Female,Education,Other,0.0833333333333333,0.94,0.1,0.7818181818181817,1.0,0.6666666666666666,1.0,High,2
37,Male,Engineering,Other,0.8833333333333334,1.0,0.2,0.6181818181818182,1.0,1.0,0.3333333333333333,High,2
51,Non-binary,Finance,USA,0.3833333333333332,0.02,0.8,0.4545454545454545,0.0,0.3333333333333333,0.3333333333333333,Low,0
32,Non-binary,Finance,Germany,0.1666666666666666,0.16,0.0,0.890909090909091,0.5,0.3333333333333333,0.6666666666666666,High,1
53,Non-binary,Sales,India,0.4166666666666666,0.32,0.5,0.6363636363636364,0.0,0.6666666666666666,0.6666666666666666,Medium,1
22,Female,Education,UK,0.4999999999999999,0.14,1.0,0.1090909090909091,1.0,1.0,1.0,Medium,2
54,Female,Sales,USA,0.5166666666666665,0.44,0.6000000000000001,0.5636363636363636,1.0,0.3333333333333333,0.6666666666666666,High,2
37,Male,Sales,Other,0.7833333333333331,0.42,1.0,0.3818181818181818,0.5,0.0,0.0,Low,0
29,Prefer not to say,Finance,Australia,0.8833333333333334,0.84,0.1,0.5454545454545454,0.0,0.6666666666666666,0.6666666666666666,High,1
52,Female,Engineering,Germany,0.2999999999999999,0.38,0.8,0.5272727272727272,0.5,0.3333333333333333,0.3333333333333333,Medium,0
31,Non-binary,Finance,India,0.2666666666666666,0.32,0.2,0.0,0.5,0.0,0.0,Low,0
21,Female,Healthcare,India,0.8000000000000002,0.5000000000000001,0.6000000000000001,0.3818181818181818,0.0,0.6666666666666666,1.0,Medium,1
44,Prefer not to say,IT,India,0.8666666666666666,0.5200000000000001,0.9,0.1272727272727272,1.0,0.3333333333333333,0.0,Low,2
23,Non-binary,Other,UK,0.8000000000000002,0.8000000000000002,0.7000000000000001,0.4,0.5,0.3333333333333333,0.6666666666666666,Medium,1
20,Prefer not to say,IT,India,0.5666666666666668,0.04,1.0,0.7454545454545454,1.0,0.0,0.0,Low,2
28,Prefer not to say,Sales,UK,0.1666666666666666,0.98,0.5,0.8727272727272727,0.5,1.0,0.3333333333333333,High,0
58,Female,Other,UK,0.6833333333333332,0.7200000000000001,0.8,0.1636363636363636,1.0,0.6666666666666666,0.3333333333333333,Medium,2
39,Prefer not to say,Finance,Germany,0.2666666666666666,0.8000000000000002,0.5,0.0727272727272727,0.0,1.0,0.0,Medium,0
51,Prefer not to say,Other,Other,0.3833333333333332,0.6,0.9,0.8181818181818182,1.0,0.3333333333333333,0.0,Medium,2
47,Non-binary,Engineering,USA,0.0333333333333333,0.98,0.2,0.9636363636363636,0.5,0.6666666666666666,0.3333333333333333,High,0
33,Female,Finance,Australia,0.8000000000000002,0.7000000000000001,0.8,0.5454545454545454,1.0,1.0,0.6666666666666666,High,2
46,Prefer not to say,Sales,USA,0.7166666666666667,0.94,1.0,0.6909090909090909,0.5,0.6666666666666666,1.0,High,1
42,Male,Healthcare,Germany,0.15,0.22,0.4,0.9636363636363636,1.0,1.0,1.0,High,2
41,Female,Healthcare,Canada,0.9666666666666668,0.06,0.5,0.4,0.0,0.0,0.3333333333333333,Low,0
32,Male,IT,India,0.0666666666666667,0.1,0.1,0.3454545454545454,0.5,0.3333333333333333,0.6666666666666666,High,1
24,Female,Engineering,Australia,0.1166666666666667,0.5000000000000001,0.9,0.7272727272727273,0.0,1.0,1.0,High,1
34,Non-binary,Engineering,Canada,0.3833333333333332,0.22,0.5,0.2727272727272727,1.0,0.3333333333333333,0.6666666666666666,Medium,2
57,Female,Sales,India,0.9499999999999998,0.42,0.5,0.3636363636363636,1.0,0.0,0.6666666666666666,Medium,2
34,Prefer not to say,Other,Canada,0.4666666666666667,0.5400000000000001,0.1,0.6,1.0,1.0,0.6666666666666666,High,2
19,Prefer not to say,Other,USA,0.8000000000000002,0.96,0.6000000000000001,0.3818181818181818,0.5,0.0,1.0,Medium,1
18,Female,Sales,Canada,0.0333333333333333,0.44,0.0,0.0545454545454545,1.0,0.6666666666666666,0.3333333333333333,High,2
62,Non-binary,Engineering,Germany,0.2999999999999999,0.4800000000000001,0.6000000000000001,0.8,1.0,0.6666666666666666,0.3333333333333333,High,2
54,Prefer not to say,Other,Canada,0.1166666666666667,0.0,0.4,0.7090909090909091,0.0,1.0,0.0,Medium,0
58,Female,Sales,Canada,0.5499999999999999,0.7800000000000001,0.2,0.1090909090909091,1.0,1.0,0.0,High,2
22,Male,Other,Germany,0.1666666666666666,0.38,0.6000000000000001,0.5818181818181818,1.0,1.0,0.6666666666666666,High,2
33,Prefer not to say,Sales,USA,0.2999999999999999,0.62,0.3,0.8181818181818182,0.5,0.3333333333333333,0.3333333333333333,High,0
46,Non-binary,Finance,India,0.2833333333333333,0.36,0.1,0.9272727272727272,0.0,1.0,0.0,High,0
36,Prefer not to say,Other,Canada,0.4333333333333332,0.86,1.0,0.9454545454545454,0.0,0.0,0.6666666666666666,Medium,1
36,Non-binary,Finance,USA,0.3833333333333332,0.16,0.0,0.2727272727272727,0.0,0.3333333333333333,0.0,Low,0
32,Prefer not to say,Other,USA,0.6999999999999998,0.1,0.7000000000000001,0.1090909090909091,1.0,0.6666666666666666,0.0,Low,2
47,Female,Sales,Germany,0.5666666666666668,0.08,0.2,0.0727272727272727,1.0,0.6666666666666666,0.0,Medium,2
38,Male,Other,India,0.5166666666666665,0.36,0.4,0.0181818181818181,0.0,0.0,1.0,Low,1
26,Female,Healthcare,Germany,0.2333333333333334,0.08,0.5,0.8545454545454546,0.0,1.0,0.0,Medium,0
52,Female,IT,Other,0.8833333333333334,0.32,0.4,0.6,0.0,0.3333333333333333,0.0,Low,0
19,Female,IT,USA,0.4833333333333333,0.88,0.2,0.4727272727272728,0.5,1.0,0.0,High,0
65,Male,Other,India,0.5833333333333334,0.14,0.5,0.5272727272727272,0.0,0.0,0.3333333333333333,Low,0
57,Male,Sales,USA,0.5333333333333333,0.38,0.8,0.8,0.0,0.0,0.3333333333333333,Low,0
31,Female,Engineering,Other,0.0166666666666666,0.9,0.1,0.7636363636363637,1.0,1.0,0.3333333333333333,High,2
32,Male,Engineering,Australia,0.8333333333333334,0.22,0.1,0.4363636363636363,0.0,1.0,1.0,Medium,1
38,Non-binary,Education,Australia,0.9333333333333332,0.9,0.6000000000000001,0.5454545454545454,1.0,0.6666666666666666,0.6666666666666666,High,2
48,Female,IT,UK,0.3666666666666666,0.5400000000000001,0.6000000000000001,0.1454545454545454,0.0,0.0,0.6666666666666666,Low,1
62,Male,Finance,Other,0.8333333333333334,0.5200000000000001,1.0,0.6727272727272727,0.0,0.0,1.0,Low,1
22,Prefer not to say,Engineering,Other,0.0333333333333333,0.64,0.1,0.890909090909091,0.5,0.6666666666666666,0.0,High,0
45,Non-binary,Finance,Germany,0.4333333333333332,0.06,0.2,0.4727272727272728,1.0,0.3333333333333333,0.6666666666666666,High,2
43,Prefer not to say,Healthcare,UK,0.25,0.06,0.5,0.9818181818181818,0.0,1.0,0.6666666666666666,High,1
34,Male,Other,Germany,0.1166666666666667,0.32,0.0,0.7090909090909091,0.5,0.3333333333333333,0.3333333333333333,High,0
39,Non-binary,Sales,India,0.7666666666666665,0.7200000000000001,0.9,0.9636363636363636,1.0,1.0,0.3333333333333333,High,2
32,Male,Healthcare,Other,0.3666666666666666,0.1,0.1,0.2,0.0,1.0,0.0,Low,0
59,Prefer not to say,Education,USA,0.9499999999999998,0.22,0.7000000000000001,0.4727272727272728,1.0,0.6666666666666666,0.6666666666666666,Medium,2
62,Prefer not to say,Education,Australia,0.5833333333333334,0.5000000000000001,0.2,0.6727272727272727,1.0,0.3333333333333333,1.0,High,2
64,Non-binary,Healthcare,Canada,0.7833333333333331,0.82,0.2,0.9454545454545454,1.0,0.6666666666666666,0.6666666666666666,High,2
27,Female,Healthcare,India,0.9833333333333332,0.64,0.8,0.2363636363636363,0.5,0.3333333333333333,0.0,Low,0
29,Prefer not to say,Sales,USA,0.4,0.6,1.0,0.5454545454545454,0.0,0.6666666666666666,0.6666666666666666,Medium,1
58,Prefer not to say,Education,India,0.0166666666666666,0.12,0.9,0.2545454545454545,0.5,0.3333333333333333,0.3333333333333333,Low,0
64,Male,IT,Germany,0.2,0.06,1.0,0.3636363636363636,0.0,0.0,0.3333333333333333,Low,0
43,Prefer not to say,Engineering,Other,0.4166666666666666,0.36,0.3,0.890909090909091,1.0,0.0,1.0,High,2
33,Male,Finance,Germany,0.4166666666666666,0.3400000000000001,0.2,0.1272727272727272,0.5,0.0,0.0,Low,0
32,Female,Sales,Australia,0.2333333333333334,0.06,0.9,0.1818181818181818,0.0,0.0,0.6666666666666666,Low,1
60,Prefer not to say,Engineering,USA,0.0166666666666666,0.4800000000000001,0.1,0.7818181818181817,0.5,0.6666666666666666,0.0,High,0
22,Prefer not to say,Finance,Australia,0.9499999999999998,0.92,0.1,0.3272727272727272,0.0,1.0,0.3333333333333333,Medium,0
54,Male,Healthcare,USA,0.9,0.14,1.0,0.8363636363636363,0.5,1.0,1.0,Medium,1
45,Female,Finance,Canada,0.0666666666666667,0.02,0.3,0.1636363636363636,1.0,0.6666666666666666,0.6666666666666666,High,2
30,Prefer not to say,Engineering,Other,0.7499999999999999,0.66,0.1,0.5818181818181818,0.5,0.3333333333333333,0.0,Medium,0
64,Female,Other,UK,0.1666666666666666,0.92,0.4,0.6727272727272727,1.0,0.3333333333333333,0.6666666666666666,High,2
53,Prefer not to say,Engineering,Australia,0.6833333333333332,0.98,0.7000000000000001,0.3818181818181818,1.0,0.6666666666666666,0.0,Medium,2
43,Prefer not to say,Other,Germany,0.5333333333333333,0.36,0.7000000000000001,0.1272727272727272,1.0,0.6666666666666666,0.3333333333333333,Medium,2
29,Non-binary,Other,Canada,0.6833333333333332,0.1,0.9,0.2181818181818181,0.0,1.0,0.0,Low,0
47,Male,Healthcare,Canada,0.6666666666666666,0.12,0.1,0.1090909090909091,0.0,0.6666666666666666,0.0,Low,0
57,Female,Sales,USA,0.7166666666666667,0.44,0.4,0.0545454545454545,0.0,1.0,0.0,Low,0
52,Female,Engineering,India,0.25,0.64,0.0,0.9090909090909092,0.0,0.3333333333333333,0.6666666666666666,High,1
32,Non-binary,Other,India,0.5499999999999999,0.0,0.1,0.3818181818181818,1.0,1.0,1.0,High,2
58,Prefer not to say,Finance,India,0.7833333333333331,0.38,0.1,0.4181818181818181,0.5,0.0,0.0,Low,0
53,Non-binary,Healthcare,Germany,0.15,0.42,0.4,0.3090909090909091,1.0,0.6666666666666666,0.6666666666666666,High,2
31,Male,Education,India,0.4333333333333332,0.32,0.0,0.0727272727272727,0.0,0.3333333333333333,0.3333333333333333,Low,0
32,Male,IT,UK,0.3166666666666667,0.26,0.5,0.1818181818181818,0.0,0.3333333333333333,0.3333333333333333,Low,0
47,Female,Education,Other,0.3833333333333332,0.7800000000000001,0.2,0.1818181818181818,1.0,0.3333333333333333,0.6666666666666666,High,2
27,Non-binary,IT,Canada,0.4999999999999999,0.16,0.5,0.1454545454545454,1.0,0.3333333333333333,0.6666666666666666,Medium,2
19,Male,Engineering,Canada,0.9166666666666666,0.12,0.6000000000000001,0.8,0.0,0.6666666666666666,0.0,Low,0
45,Non-binary,Sales,UK,0.6666666666666666,0.14,0.0,0.6545454545454544,0.5,0.6666666666666666,0.3333333333333333,Medium,0
29,Female,Finance,Germany,0.9166666666666666,0.82,0.5,0.7454545454545454,0.0,0.0,0.0,Low,0
56,Prefer not to say,Engineering,Germany,0.8000000000000002,0.04,0.7000000000000001,0.1454545454545454,0.5,0.6666666666666666,0.3333333333333333,Low,0
61,Male,Other,Other,0.0833333333333333,0.0,0.4,0.8,0.0,1.0,1.0,High,1
19,Female,IT,Germany,0.3166666666666667,0.68,0.0,0.509090909090909,0.0,1.0,0.0,High,0
37,Male,Sales,Germany,0.6166666666666666,0.36,0.3,0.6727272727272727,0.5,1.0,0.6666666666666666,High,1
37,Prefer not to say,Finance,USA,0.5666666666666668,0.94,0.5,0.8727272727272727,0.0,1.0,0.3333333333333333,High,0
29,Female,IT,UK,0.4833333333333333,0.68,0.6000000000000001,0.5818181818181818,1.0,0.0,1.0,High,2
42,Female,Finance,UK,0.1166666666666667,0.08,0.2,0.1090909090909091,1.0,1.0,0.3333333333333333,High,2
42,Male,Healthcare,Canada,0.6999999999999998,0.04,0.3,0.6181818181818182,0.5,0.6666666666666666,0.3333333333333333,Medium,0
40,Male,Other,Other,0.4999999999999999,0.2,0.0,0.7454545454545454,0.5,0.0,0.3333333333333333,Medium,0
56,Male,Education,Other,0.4999999999999999,0.0,0.5,0.3818181818181818,0.0,0.3333333333333333,0.3333333333333333,Low,0
59,Female,Sales,USA,0.35,0.08,0.6000000000000001,0.0727272727272727,0.5,1.0,0.6666666666666666,Medium,1
61,Non-binary,Healthcare,Canada,0.4166666666666666,0.68,0.5,0.3090909090909091,0.0,0.6666666666666666,0.3333333333333333,Medium,0
48,Prefer not to say,Healthcare,Germany,0.3833333333333332,0.82,0.1,0.1636363636363636,1.0,1.0,0.3333333333333333,High,2
20,Prefer not to say,Finance,Germany,0.1666666666666666,0.96,0.0,0.7454545454545454,1.0,0.6666666666666666,0.3333333333333333,High,2
64,Male,Finance,USA,0.2166666666666666,0.8000000000000002,1.0,0.7454545454545454,0.0,0.6666666666666666,0.3333333333333333,High,0
30,Prefer not to say,Other,India,0.0333333333333333,0.7200000000000001,0.7000000000000001,0.5818181818181818,1.0,0.0,0.6666666666666666,High,2
59,Prefer not to say,Healthcare,USA,0.0499999999999999,0.7000000000000001,0.1,0.8727272727272727,1.0,0.6666666666666666,0.6666666666666666,High,2
19,Non-binary,Education,Germany,0.5333333333333333,0.92,0.1,0.4909090909090909,1.0,1.0,0.6666666666666666,High,2
23,Male,Education,India,0.8166666666666668,0.82,0.8,0.7818181818181817,0.5,0.3333333333333333,0.3333333333333333,Medium,0
60,Female,Other,Germany,0.0333333333333333,0.44,0.2,0.6545454545454544,1.0,0.6666666666666666,0.0,High,2
46,Non-binary,Other,Germany,0.0666666666666667,0.12,0.2,0.2181818181818181,0.5,0.0,1.0,Medium,1
47,Male,Engineering,Germany,0.5333333333333333,0.06,0.7000000000000001,0.4363636363636363,0.5,0.0,0.3333333333333333,Low,0
53,Prefer not to say,Healthcare,UK,0.8000000000000002,0.2,0.4,0.5272727272727272,0.5,1.0,1.0,Medium,1
37,Non-binary,Engineering,USA,0.2,0.64,0.2,0.7454545454545454,1.0,1.0,0.6666666666666666,High,2
54,Female,Education,Other,0.3833333333333332,0.82,0.9,0.4909090909090909,0.5,1.0,0.6666666666666666,High,1
30,Non-binary,Engineering,Canada,0.0999999999999999,0.58,0.6000000000000001,0.9818181818181818,1.0,1.0,0.3333333333333333,High,2
22,Male,IT,Australia,0.8666666666666666,0.18,0.6000000000000001,0.2181818181818181,0.5,0.0,0.3333333333333333,Low,0
